x1,x2,x3,x4,y
1.40283031286631,5.246449130585447,8.489015738003177,5.524054601664414,12.162801928909294
6.414071581003906,9.109721386550502,3.382674709262943,4.92125036005628,26.041185000496654
2.708031667377766,9.119973905773232,4.25827539121782,9.027023191578522,18.89059256900813
5.484248713458689,3.672444077368313,1.9402218928950055,2.8730950339107517,21.53121935761584
3.3282286208605285,8.056952363468396,1.265831861759662,6.239193626241702,17.912779346653778
9.764662536897081,8.008067041808903,2.7325346961277965,2.244532214493468,33.29974911846602
6.470739884407245,4.542238702179877,5.031148391530388,9.393895432640262,30.5808489853339
3.688972312351245,4.879648961366369,1.3001665406755158,2.17623078350603,15.638242445940548
8.397490097530751,3.060374160207684,1.4784328499840516,0.2071641787194567,27.135620382227366
5.891683175425621,3.57617812866605,5.321866274344011,2.3667028817502747,22.17903511672233
5.2462781000491345,3.5628880777989447,6.627685808412334,6.5269948430508276,23.980005478146147
0.22356791593765357,3.986484073331357,1.009934967896844,5.349499786960966,7.885436898928908
9.930128506831645,3.2075176468060294,4.046126775810227,2.9283465145161216,34.9751741292984
0.848756449789515,9.587910487380968,9.40729021859148,8.530679879374542,12.70029826102845
8.440970124657236,9.353747118904442,4.154371819691434,6.339626258886874,34.00593495125667
2.309694727853154,2.608427472029816,5.871385351800146,7.014361647421589,15.951904522353905
4.6446477060537985,6.50198752344036,1.0369846608578726,3.0536413266393825,19.33304635822251
0.5597139121705219,0.8507817322349698,1.347294449594203,7.266408833701937,11.144909075865398
6.695933258510126,2.824868541105725,4.948395681201569,6.259374634729868,28.83464528299375
8.043614315691723,3.4323508037839856,8.422902189961171,4.4128301369969956,30.71842471355529
7.826712948556298,3.540335146371303,8.837722160820373,5.075739236475391,30.267451978372282
1.8233312922054923,3.9379423141454275,6.569498565604755,0.2716593708122794,7.35450436702681
4.468942296619479,2.33920268183597,4.870119509192177,8.12325102311444,23.825081194774544
5.699287921060753,1.7110431034370432,7.017577499439655,7.147488918308125,26.13179684849349
7.97929781540037,2.2603045765044874,5.970076740182125,3.063217397981578,28.549968403305684
0.3187712516556085,1.2934175502475587,8.545258666862598,0.27589627802079075,3.3751758210208664
4.807933905844058,1.6079922576032502,9.075244331767706,6.244052593907499,22.98244565815196
3.1974858079707302,1.540694957924006,7.323326131403915,4.04548706285226,15.288560256296014
6.4391720681343525,6.632700545227045,9.290293436841587,4.0632589657181315,25.603112883852074
4.736463162700447,4.163291250329304,8.66708868435264,8.667729078076539,24.430797946659382
7.025497717531618,7.632052040847625,7.739498708145291,1.8657643510745525,24.66338830945517
8.053824334466197,1.668473399848447,1.03978032180992,1.110167054857757,27.394084828277908
6.247522818699835,9.567040368091705,6.7940447305679506,1.6680866797659133,22.63026749531967
8.586093107693731,0.3904153684314293,3.5107623174718636,4.77096880007637,32.52721566697903
0.6852252077518239,7.925135678832277,7.061047647701443,9.202946862947597,12.884000752129998
5.065561948080654,8.442224734008398,9.41128545455472,3.6130998125498826,20.87736737252611
9.315884374023591,8.451844527185248,6.844602158791307,8.042417057942565,38.379545269713134
9.933820916987962,0.3291011525380416,8.279145034306541,1.7463193000788269,33.2382134740859
8.23927850054178,8.80866582957522,3.180778835946362,2.362162334818625,28.82582761825487
1.231841920387572,6.300374447163008,3.770350974101305,7.296300974179117,13.087122876198576
8.500258820703248,5.3307791130482425,3.4443126597472826,4.4363862752307925,31.94772333501758
5.549965771658762,0.705891166930378,2.9068461338876803,9.68003431873122,28.179406565877947
7.588174850952959,8.51863372223882,6.184697884208886,6.932159223997974,32.15282552058573
4.054050084579364,9.217094808889941,4.843810961275306,9.305338399729152,23.033323722529943
8.329328792286757,8.955568979215137,1.2175794669916973,8.828241516581217,36.20409368033714
2.5658289240166274,5.01005733079246,4.923334682629336,0.6796156080853555,10.763928992563091
0.16234500366208326,8.185830504991518,2.3555464276749993,6.56895814634915,8.677680838618404
9.661320059970551,8.20525133430669,4.6191866400679995,7.878443122753065,38.62850986078447
9.641477429756637,3.1005218886957087,0.15187269483986188,8.910908732211185,39.76550740394564
1.2124204822039486,9.041054837042148,0.5527175040019527,8.639227847162543,14.561089636665319
7.806331846233023,9.377643463692582,9.178496511839198,9.05241465531751,34.517221076646
6.441636991712204,4.493574831941848,2.48901467555527,6.02928956098919,27.016146684371847
4.452097014897718,2.8158510311843035,8.561424041810072,9.400207520489804,24.706878400271048
4.241432661770812,2.9417588950056848,1.5912671162546754,6.601436829136467,21.443441296675072
1.7233884213158934,5.696499402016144,9.700017531730499,6.763014859501845,13.477149580270382
4.502910081048728,7.423759135656675,5.6177014426492375,4.095362564863031,19.927102577103838
8.59523270738363,6.898529602056885,6.2631510935558055,0.916122024213869,28.71131319326388
4.141516990742367,6.379337579244442,6.643288318906349,4.129875742929143,18.48502725948745
7.582945515932594,0.82258861451453,9.705224590637837,0.0915025161616323,25.04838185893022
9.133913546543258,6.307990135349565,5.424561439293628,0.6060803511880419,29.773937757916357
6.008051151811006,0.8314683781853294,9.88382096257318,0.20723574932505318,20.219366183208297
7.920209412574604,2.3197198135639296,0.5219412620387787,2.988732757117354,28.277910945096238
9.916896913718894,4.663170620791899,5.835187501969349,0.1367655816901192,31.83200069943137
6.635348412984163,0.8746233166379103,2.391483543475875,0.9750647488186837,22.855003483840214
7.60935771508743,6.182828444905675,0.8230688082514592,7.35544102693968,32.3814860465222
5.94150693731827,9.263394109869907,3.787284546921735,0.7697983786646834,20.357449614563755
5.893556936741478,4.220109227450402,6.641469483099892,8.674138407636818,28.797392040603523
1.1981669909139436,5.910893185061027,6.14168635297146,9.234196145589776,14.891563776773722
9.33916552768885,7.544318476170476,8.149210118962449,6.732341424899779,36.76161687760307
2.2493983357399028,8.94968172367912,5.704834333304402,0.6331823689754956,9.083768765847541
5.464291128015964,4.940635335710866,2.9485449747156345,0.9807172616285342,19.786987798530923
5.657930723432352,0.1990964638791215,5.047884530888371,9.71848371332951,28.328870094229202
3.6973370079741374,1.6545926575755976,9.0549267284047,3.7868995822937124,16.437376516550437
9.771525799984465,5.7690383945746335,9.954309082515838,3.2686934309837734,34.78655854632805
5.863453255179241,3.780718340103686,1.9777555699357252,6.9068576825207515,26.102937098709482
5.709690921079071,1.5541309306226947,2.0262109269711646,9.214037852089524,28.33711065602174
2.154193330963421,5.425512026756928,8.723289863679058,5.237616028691784,13.354228563233182
3.957853692243943,9.390228552489333,2.5712506191007076,7.279880575296142,21.643501640888285
6.785751556502416,9.403504277844705,1.1727451938627476,7.731569075679139,30.15393658086603
6.1770045615013744,3.8503387746149995,5.138193585946148,7.89410347524048,28.08255839803327
8.881883464971638,3.634461612025859,2.7897234909891058,1.330539944290663,30.181840081598505
1.665666168697364,4.270779368194956,7.777306298209982,3.978553646213727,11.285204173903702
2.7002967546826318,0.44125465373777595,0.1301026673917216,3.071609289283489,12.94280182432005
3.8792064495846965,4.379829775349303,1.2458024416224533,2.7314553009894937,16.716012281328677
1.5797822835933417,2.0636721938179727,9.493706824594124,1.557185195944999,8.458838105286745
